#--------------Parameters of the electron distribution-------------
#0  radio[1] = -1.5469 
#1  radio[2] = 1.0827e+51 
#2  radio[3] = 89941 
#3  wbreak0  = 3.3465e+05 
#4  wbreak1  = 5.7977e+06 
#5  wbreak2  = 2.1233e+08 
#6  wbreak3  = 4.7654e+09 
#7  wGamma0  = -3.0673 
#8  wGamma1  = -3.4459 
#9  wGamma2  = -3.766 
#10 w_norm   = 2.5708e+33 
#11 alpha    = -0.14682 
#12 ext_norm = 99.414 
#13 r_o(dust)= 4.7233e+18 
#14 M1(dust) = -4.384 
#15 M2(dust) = -1.1827 
#16 T1(dust) = 149.35 
#17 T2(dust) = 38.628 
#18 rho_0    = 89.04 
#   Bconst   = 0.000264 
#  B_alpha   = -0.51 
#  eps[eV] R+CMB   R+DUST   R+Sync    W+CMB   W+DUST   W+Sync
8.733e+08         0       342      1188      4601     456.4      1514     47.84   0.01289 
9.733e+08         0       278      1109      4119     489.8      1437     45.93   0.01435 
1.085e+09         0       222      1032      3685     524.5      1362     44.05   0.01598 
1.209e+09         0       173     959.6      3294     560.4      1290     42.23   0.01779 
1.347e+09         0     130.9     889.7      2943     597.3      1220     40.43   0.01979 
1.501e+09         0     95.42     822.7      2630     634.8      1154     38.73   0.02205 
1.673e+09         0     66.67     758.9      2350     672.7      1090     36.89   0.02453 
1.865e+09         0     44.33     697.7      2100     710.5      1029     34.94   0.02732 
2.078e+09         0     27.82     639.7      1877     747.4       970     32.81   0.03038 
2.316e+09         0     16.35     584.3      1677     782.9       914     31.09   0.03382 
2.581e+09         0     8.895       532      1498       816     860.8     29.54   0.03761 
2.876e+09         0     4.434     482.4      1338     845.7     810.2     28.04   0.04186 
3.205e+09         0     1.996     435.7      1196     870.9     762.2     26.56   0.04655 
3.572e+09         0    0.7994     391.8      1068     890.5     716.8     25.06   0.05172 
3.981e+09         0    0.2794     350.8       954     903.4     673.9     23.62   0.05752 
4.437e+09         0   0.08338     312.5     852.1     908.7     633.4     22.21   0.06397 
4.944e+09         0    0.0207     276.9       761     905.7     595.4     20.78   0.07106 
 5.51e+09         0  0.004141       244     679.5     894.2     559.6      19.4   0.07892 
6.141e+09         0 0.0006427     213.8     606.8     874.4     526.1     18.03   0.08772 
6.844e+09         0 7.382e-05     186.1     541.7     847.1     494.7     16.68   0.09736 
7.627e+09         0 5.918e-06     160.9     483.6     813.6     465.5     15.29     0.108 
  8.5e+09         0  3.08e-07       138     431.6     775.4     438.2     13.96    0.1199 
9.473e+09         0 9.484e-09     117.5     385.1     734.3     412.7     12.64     0.133 
1.056e+10         0 1.531e-10     99.05     343.6     691.9     388.9     11.32    0.1475 
1.176e+10         0 1.107e-12     82.69     306.5     649.4     366.8     9.995    0.1633 
1.311e+10         0 2.898e-15     68.25     273.3     607.8     346.1     8.692    0.1811 
1.461e+10         0  2.05e-18      55.6     243.6     567.8     326.9     7.385    0.2003 
1.628e+10         0 2.585e-22     44.61     217.1     528.7     308.9      6.07    0.2217 
1.815e+10         0  3.17e-27     35.14     193.4     490.8     291.9      4.73     0.245 
2.022e+10         0 1.486e-33     27.05     172.1     454.2       276      3.39    0.2706 
2.254e+10         0         0     20.23     153.2     418.7       261     2.065    0.2988 
2.512e+10         0         0     14.54     136.2     383.9     246.7    0.8716    0.3297 
2.799e+10         0         0     9.891     121.1     350.5     233.2    0.1043    0.3633 
 3.12e+10         0         0     6.176     107.5     318.5     220.2         0    0.4005 
3.477e+10         0         0      3.33     95.37     288.4     207.8         0    0.4407 
3.875e+10         0         0     1.324     84.54     260.2     195.8         0    0.4847 
4.318e+10         0         0    0.1928     74.86     234.3     184.1         0    0.5327 
4.812e+10         0         0         0     66.21     210.6     172.8         0    0.5857 
5.363e+10         0         0         0     58.49     189.1     161.8         0    0.6437 
5.977e+10         0         0         0      51.6     169.5     151.1         0    0.7074 
6.661e+10         0         0         0     45.47     151.9     140.6         0    0.7791 
7.423e+10         0         0         0        40     135.9     130.3         0    0.8607 
8.273e+10         0         0         0     35.14     121.4     120.3         0    0.9542 
9.219e+10         0         0         0     30.84     108.4     110.6         0     1.066 
1.027e+11         0         0         0     27.02     96.62     101.1         0     1.206 
1.145e+11         0         0         0     23.64     86.04     91.95         0     1.386 
1.276e+11         0         0         0     20.67     76.49     83.06         0     1.621 
1.422e+11         0         0         0     18.05     67.92     74.49         0     1.824 
1.585e+11         0         0         0     15.75     60.22     66.16         0     1.603 
1.766e+11         0         0         0     13.73     53.31     57.86         0     1.335 
1.968e+11         0         0         0     11.96     47.12     50.31         0     1.107 
2.194e+11         0         0         0     10.42     41.57     43.67         0    0.9178 
2.445e+11         0         0         0     9.072     36.62     37.85         0    0.7572 
2.725e+11         0         0         0     7.895      32.2     32.76         0    0.6214 
3.036e+11         0         0         0     6.868     28.26     28.31         0    0.5086 
3.384e+11         0         0         0     5.973     24.74     24.43         0    0.4146 
3.771e+11         0         0         0     5.191     21.62     21.05         0    0.3367 
4.203e+11         0         0         0     4.511     18.85      18.1         0    0.2727 
4.684e+11         0         0         0     3.918     16.39     15.54         0    0.2196 
 5.22e+11         0         0         0     3.401     14.22     13.32         0    0.1764 
5.817e+11         0         0         0     2.951      12.3     11.39         0    0.1409 
6.483e+11         0         0         0      2.56      10.6     9.731         0    0.1125 
7.225e+11         0         0         0     2.219     9.108     8.295         0   0.08917 
8.052e+11         0         0         0     1.922     7.798     7.058         0   0.07054 
8.973e+11         0         0         0     1.665     6.651     5.993         0   0.05554 
    1e+12         0         0         0     1.441      5.65     5.079         0   0.04378 
1.114e+12         0         0         0     1.246     4.779     4.295         0   0.03408 
1.242e+12         0         0         0     1.077     4.025     3.624         0   0.02655 
1.384e+12         0         0         0    0.9299     3.376     3.051         0    0.0206 
1.543e+12         0         0         0    0.8026     2.819     2.563         0   0.01593 
1.719e+12         0         0         0    0.6921     2.345     2.147         0   0.01227 
1.916e+12         0         0         0    0.5965     1.942     1.794         0   0.00941 
2.135e+12         0         0         0    0.5135     1.603     1.494         0  0.007188 
2.379e+12         0         0         0    0.4419     1.318     1.241         0  0.005462 
2.652e+12         0         0         0    0.3797      1.08     1.027         0  0.004117 
2.955e+12         0         0         0     0.326     0.883    0.8473         0  0.003051 
3.293e+12         0         0         0    0.2797    0.7199    0.6983         0  0.002221 
 3.67e+12         0         0         0    0.2397    0.5853    0.5754         0  0.001611 
 4.09e+12         0         0         0    0.2051    0.4746    0.4739         0  0.001165 
4.559e+12         0         0         0    0.1754    0.3838    0.3902         0 0.0008404 
 5.08e+12         0         0         0    0.1498    0.3094    0.3211         0 0.0006052 
5.662e+12         0         0         0    0.1278    0.2488    0.2642         0 0.0004348 
 6.31e+12         0         0         0    0.1089    0.1994    0.2172         0 0.0003113 
7.032e+12         0         0         0   0.09261    0.1594    0.1786         0 0.0002225 
7.836e+12         0         0         0   0.07868    0.1271    0.1467         0 0.0001588 
8.733e+12         0         0         0   0.06674     0.101    0.1205         0 0.0001132 
9.733e+12         0         0         0   0.05653   0.08004   0.09889         0  8.04e-05 
1.085e+13         0         0         0   0.04779   0.06324    0.0811         0 5.706e-05 
1.209e+13         0         0         0   0.04034   0.04981   0.06651         0 4.043e-05 
1.347e+13         0         0         0   0.03399   0.03913   0.05442         0 2.859e-05 
1.501e+13         0         0         0   0.02859   0.03064   0.04452         0 2.019e-05 
1.673e+13         0         0         0   0.02399   0.02391   0.03638         0 1.424e-05 
1.865e+13         0         0         0   0.02009   0.01861   0.02969         0 1.004e-05 
2.078e+13         0         0         0   0.01678   0.01444    0.0242         0 7.066e-06 
2.316e+13         0         0         0   0.01398   0.01116   0.01969         0 4.962e-06 
2.581e+13         0         0         0   0.01162  0.008608     0.016         0 3.479e-06 
2.876e+13         0         0         0  0.009622  0.006617   0.01297         0  2.44e-06 
3.205e+13         0         0         0  0.007943  0.005071    0.0105         0  1.71e-06 
3.572e+13         0         0         0  0.006533  0.003874  0.008477         0 1.197e-06 
3.981e+13         0         0         0  0.005351   0.00295  0.006829         0 8.372e-07 
4.437e+13         0         0         0  0.004364   0.00224  0.005486         0  5.85e-07 
4.944e+13         0         0         0  0.003542  0.001695  0.004393         0 4.085e-07 
 5.51e+13         0         0         0   0.00286  0.001278  0.003507         0 2.851e-07 
6.141e+13         0         0         0  0.002297 0.0009601  0.002789         0 1.988e-07 
6.844e+13         0         0         0  0.001836 0.0007184  0.002209         0 1.385e-07 
7.627e+13         0         0         0  0.001462 0.0005351  0.001742         0  9.63e-08 
  8.5e+13         0         0         0   0.00116 0.0003961  0.001367         0 6.696e-08 
9.473e+13         0         0         0 0.0009173 0.0002906  0.001068         0 4.645e-08 
1.056e+14         0         0         0 0.0007231 0.0002101 0.0008302         0 3.208e-08 
1.176e+14         0         0         0 0.0005681 0.0001505 0.0006437         0 2.162e-08 
1.311e+14         0         0         0 0.0004449 0.0001075 0.0004976         0  1.45e-08 
1.461e+14         0         0         0 0.0003472  7.65e-05  0.000384         0 9.721e-09 
1.628e+14         0         0         0   0.00027 5.428e-05 0.0002956         0 6.503e-09 
1.815e+14         0         0         0 0.0002091  3.84e-05  0.000227         0 4.348e-09 
2.022e+14         0         0         0 0.0001614 2.708e-05 0.0001744         0 2.903e-09 
2.254e+14         0         0         0  0.000124 1.904e-05 0.0001329         0 1.937e-09 
2.512e+14         0         0         0 9.495e-05 1.334e-05 0.0001013         0 1.291e-09 
2.799e+14         0         0         0 7.238e-05 9.317e-06 7.701e-05         0 8.589e-10 
 3.12e+14         0         0         0 5.494e-05 6.486e-06 5.832e-05         0 5.708e-10 
3.477e+14         0         0         0  4.15e-05 4.501e-06 4.403e-05         0 3.787e-10 
3.875e+14         0         0         0 3.121e-05 3.113e-06 3.314e-05         0 2.507e-10 
4.318e+14         0         0         0 2.336e-05 2.145e-06 2.482e-05         0 1.659e-10 
4.812e+14         0         0         0  1.74e-05 1.473e-06  1.85e-05         0 1.096e-10 
5.363e+14         0         0         0 1.289e-05 1.008e-06 1.373e-05         0 7.216e-11 
5.977e+14         0         0         0 9.495e-06 6.871e-07 1.013e-05         0 4.743e-11 
6.661e+14         0         0         0 6.955e-06 4.666e-07 7.429e-06         0 3.108e-11 
7.423e+14         0         0         0 5.063e-06 3.156e-07 5.405e-06         0 2.034e-11 
8.273e+14         0         0         0 3.662e-06 2.126e-07 3.897e-06         0 1.327e-11 
9.219e+14         0         0         0 2.629e-06 1.426e-07  2.78e-06         0 8.622e-12 
1.027e+15         0         0         0  1.87e-06 9.517e-08 1.955e-06         0  5.59e-12 
1.145e+15         0         0         0 1.317e-06  6.32e-08 1.352e-06         0 3.613e-12 
1.276e+15         0         0         0 9.141e-07 4.172e-08 9.124e-07         0 2.324e-12 
1.422e+15         0         0         0  6.22e-07 2.735e-08 5.955e-07         0  1.49e-12 
1.585e+15         0         0         0 4.096e-07 1.775e-08 3.697e-07         0 9.487e-13 
1.766e+15         0         0         0 2.534e-07 1.135e-08 2.111e-07         0 5.994e-13 
1.968e+15         0         0         0 1.348e-07 7.029e-09 1.024e-07         0 3.741e-13 
2.194e+15         0         0         0 4.078e-08  3.94e-09 3.218e-08         0 2.254e-13 
2.445e+15         0         0         0         0         0         0         0         0 
2.725e+15         0         0         0         0         0         0         0         0 
3.036e+15         0         0         0         0         0         0         0         0 
3.384e+15         0         0         0         0         0         0         0         0 
3.771e+15         0         0         0         0         0         0         0         0 
4.203e+15         0         0         0         0         0         0         0         0 
4.684e+15         0         0         0         0         0         0         0         0 
 5.22e+15         0         0         0         0         0         0         0         0 
5.817e+15         0         0         0         0         0         0         0         0 
6.483e+15         0         0         0         0         0         0         0         0 
7.225e+15         0         0         0         0         0         0         0         0 
8.052e+15         0         0         0         0         0         0         0         0 
8.973e+15         0         0         0         0         0         0         0         0 
    1e+16         0         0         0         0         0         0         0         0 
